txn_id,date,amount,currency,merchant,category,status,code
642382,2024-06-24,799.20,EUR,Northwind Supply,apparel,pending,85
643388,2023-06-03,321.29,GBP,Orchard and Vine,fuel,chargeback,1
644145,2023-12-07,500.91,USD,Vela Cycles,travel,paid,17
644943,2024-09-11,1123.38,EUR,Petit Marché,travel,refunded,53
647723,2024-01-15,3580.49,USD,Café Norte,dining,chargeback,99
647760,2024-05-27,4748.56,EUR,Café Norte,travel,chargeback,33
648241,2023-04-21,1899.11,EUR,Delta Pharmacy,utilities,refunded,61
648332,2023-01-27,4256.88,EUR,Café Norte,travel,chargeback,92
648564,2024-09-23,2528.88,EUR,Fjord Interiors,travel,paid,46
648788,2023-01-18,2267.38,GBP,Orchard and Vine,hardware,chargeback,37
649734,2023-09-03,3358.85,EUR,Fjord Interiors,apparel,paid,41
649779,2023-12-27,1642.79,USD,Café Norte,travel,refunded,67
650275,2023-11-28,863.56,EUR,Vela Cycles,apparel,pending,32
650955,2024-05-25,624.25,USD,Northwind Supply,travel,refunded,25
651005,2023-10-29,1674.09,USD,Delta Pharmacy,travel,chargeback,1
651488,2024-10-05,1539.33,EUR,Vela Cycles,apparel,paid,94
652569,2023-08-09,4352.45,EUR,Statler Hardware,travel,pending,16
652570,2023-07-04,4442.75,EUR,Fjord Interiors,travel,paid,75
653341,2024-06-13,1197.23,EUR,Petit Marché,apparel,pending,8
655485,2024-08-09,4152.53,USD,Kestrel Outfitters,apparel,refunded,56
655660,2024-01-09,3836.42,GBP,Café Norte,grocery,paid,81
656121,2023-05-05,1969.93,GBP,Trailhead Sports,apparel,paid,
656257,2023-04-26,1505.21,EUR,Northwind Supply,apparel,chargeback,4
656310,2023-09-16,4426.05,USD,Orchard and Vine,travel,pending,94
656380,2023-10-22,2534.27,EUR,Café Norte,travel,refunded,85
656993,2024-05-13,3278.00,GBP,Trailhead Sports,fuel,pending,
657779,2023-04-27,1677.99,EUR,Orchard and Vine,grocery,refunded,6
657999,2023-10-13,3146.49,USD,Northwind Supply,hardware,pending,38
658086,2024-05-21,1107.29,GBP,Kestrel Outfitters,grocery,paid,60
659222,2023-09-02,471.12,USD,Delta Pharmacy,dining,chargeback,15
659547,2023-01-26,3106.75,GBP,Delta Pharmacy,fuel,chargeback,76
659993,2023-09-02,4071.87,EUR,Petit Marché,travel,paid,56
662141,2023-09-26,973.67,USD,Trailhead Sports,grocery,paid,90
663179,2023-02-03,460.42,GBP,Fjord Interiors,grocery,chargeback,15
663443,2023-09-16,435.88,USD,Fjord Interiors,apparel,pending,16
663491,2023-10-28,333.04,EUR,Blue Harbor Goods,,refunded,
664307,2023-12-29,1740.72,GBP,Café Norte,hardware,chargeback,29
664607,2023-08-29,2804.69,GBP,Kestrel Outfitters,grocery,paid,79
664619,2024-06-26,1075.96,GBP,Petit Marché,travel,refunded,27
664821,2023-07-26,1005.81,EUR,Delta Pharmacy,grocery,refunded,39
665137,2024-03-10,3693.17,GBP,Trailhead Sports,utilities,chargeback,86
665976,2024-02-18,3424.49,EUR,Northwind Supply,utilities,pending,89
666682,2024-03-14,194.68,USD,Statler Hardware,fuel,refunded,68
668545,2023-09-11,1106.53,USD,Delta Pharmacy,,paid,51
669226,2023-05-26,3042.97,EUR,Orchard and Vine,apparel,paid,24
669792,2023-01-27,1438.85,EUR,Nordic Fjäll,,paid,93
669844,2023-04-07,2311.50,EUR,Blue Harbor Goods,travel,pending,12
670557,2024-02-17,1867.10,USD,Orchard and Vine,dining,chargeback,41
671167,2024-06-17,2766.85,GBP,Café Norte,hardware,refunded,49
672082,2024-10-17,3744.48,GBP,Fjord Interiors,,pending,48
674415,2023-12-09,3018.79,EUR,Café Norte,fuel,paid,7
674881,2024-03-08,4413.46,EUR,Orchard and Vine,dining,pending,12
674971,2024-10-25,3002.81,EUR,Fjord Interiors,utilities,paid,78
678016,2023-07-21,4151.38,GBP,Blue Harbor Goods,dining,refunded,55
678451,2023-04-09,3637.08,GBP,Nordic Fjäll,apparel,paid,99
678701,2024-08-15,3501.70,USD,Orchard and Vine,apparel,pending,10
679376,2023-09-06,4375.39,GBP,Blue Harbor Goods,fuel,refunded,23
679690,2023-06-27,2955.28,USD,Blue Harbor Goods,grocery,refunded,43
679713,2024-01-02,1857.90,GBP,Café Norte,dining,paid,50
680883,2023-10-30,4596.32,EUR,Vela Cycles,travel,refunded,25
681876,2023-12-04,679.05,EUR,Nordic Fjäll,travel,refunded,58
683698,2024-10-07,260.15,USD,Café Norte,hardware,pending,33
684403,2024-03-25,392.79,EUR,Kestrel Outfitters,travel,paid,
684435,2023-02-27,2479.13,EUR,Café Norte,hardware,chargeback,91
684458,2023-12-16,3170.99,USD,Statler Hardware,dining,refunded,88
685502,2023-08-17,4470.12,EUR,Fjord Interiors,grocery,chargeback,44
686511,2024-10-23,3645.31,USD,Fjord Interiors,hardware,chargeback,37
687592,2024-01-17,3950.47,USD,Vela Cycles,travel,paid,19
689576,2023-07-30,3090.56,GBP,Northwind Supply,utilities,pending,76
689772,2023-02-12,2213.70,EUR,Vela Cycles,hardware,refunded,79
690869,2024-01-08,3062.84,USD,Blue Harbor Goods,hardware,chargeback,5
691110,2023-09-09,1381.58,EUR,Vela Cycles,apparel,refunded,22
691505,2024-03-12,1719.13,EUR,Trailhead Sports,hardware,refunded,60
693827,2023-09-08,431.04,USD,Nordic Fjäll,dining,refunded,99
693838,2024-04-17,1240.93,USD,Kestrel Outfitters,hardware,refunded,2
694133,2024-03-26,2111.75,GBP,Delta Pharmacy,dining,chargeback,31
696163,2024-10-16,328.78,EUR,Statler Hardware,,refunded,77
696758,2023-02-24,1928.63,GBP,Orchard and Vine,dining,chargeback,68
697441,2023-04-11,4520.49,USD,Delta Pharmacy,grocery,refunded,13
698572,2024-10-23,2959.89,USD,Fjord Interiors,hardware,pending,35
701562,2024-08-03,1973.11,USD,Blue Harbor Goods,fuel,refunded,89
701692,2023-03-30,4250.13,USD,Delta Pharmacy,utilities,paid,27
702139,2023-07-23,3784.22,GBP,Nordic Fjäll,grocery,refunded,50
703209,2024-09-14,1271.37,EUR,Statler Hardware,travel,refunded,42
704896,2023-04-23,1051.11,GBP,Delta Pharmacy,dining,chargeback,
705160,2024-08-04,2631.58,EUR,Delta Pharmacy,apparel,refunded,36
706132,2023-12-27,1683.76,GBP,Statler Hardware,utilities,paid,57
707730,2023-09-08,2803.42,EUR,Nordic Fjäll,dining,refunded,5
710477,2024-07-05,2169.06,GBP,Fjord Interiors,apparel,refunded,82
711121,2024-07-24,301.20,EUR,Blue Harbor Goods,fuel,paid,42
711318,2024-03-15,3009.55,USD,Petit Marché,utilities,paid,26
713307,2024-07-14,787.47,EUR,Vela Cycles,utilities,chargeback,41
713363,2024-09-14,4025.24,GBP,Trailhead Sports,utilities,chargeback,36
715057,2024-01-08,1869.52,GBP,Petit Marché,utilities,refunded,78
715153,2023-09-04,2264.49,USD,Delta Pharmacy,grocery,chargeback,62
715380,2024-03-17,2493.20,GBP,Kestrel Outfitters,fuel,pending,86
716279,2024-01-24,76.26,EUR,Trailhead Sports,grocery,chargeback,87
716359,2023-06-04,780.04,USD,Vela Cycles,travel,paid,34
716479,2024-08-22,2815.41,USD,Trailhead Sports,,pending,16
718760,2023-11-22,2793.87,GBP,Delta Pharmacy,travel,pending,72
720329,2023-03-19,2139.55,GBP,Statler Hardware,travel,chargeback,27
720557,2023-12-03,540.55,EUR,Petit Marché,grocery,paid,92
720649,2023-03-06,3462.39,USD,Blue Harbor Goods,,pending,73
720751,2023-12-21,2906.30,USD,Blue Harbor Goods,hardware,pending,76
721539,2024-10-15,3247.56,GBP,Northwind Supply,travel,chargeback,32
721645,2023-04-20,2761.29,USD,Northwind Supply,utilities,pending,93
721833,2024-03-28,1819.85,EUR,Trailhead Sports,fuel,chargeback,60
721890,2024-04-14,2749.27,EUR,Trailhead Sports,hardware,pending,40
723669,2024-08-12,4769.08,EUR,Trailhead Sports,utilities,refunded,82
724065,2023-02-18,2719.58,EUR,Blue Harbor Goods,,pending,66
724144,2024-08-19,2360.72,GBP,Blue Harbor Goods,grocery,pending,98
725741,2024-02-07,990.44,GBP,Petit Marché,dining,chargeback,67
728720,2024-09-01,3647.23,USD,Petit Marché,apparel,paid,53
729556,2023-09-08,44.96,USD,Delta Pharmacy,hardware,chargeback,46
730290,2024-01-11,3400.83,EUR,Northwind Supply,,pending,
730870,2024-08-11,1246.51,EUR,Petit Marché,dining,chargeback,91
732900,2024-06-28,2190.28,USD,Trailhead Sports,hardware,pending,63
733791,2023-07-18,293.49,GBP,Statler Hardware,fuel,chargeback,
734130,2023-01-15,2510.91,USD,Vela Cycles,utilities,pending,8
737748,2024-06-06,3174.10,EUR,Nordic Fjäll,grocery,paid,58
738884,2024-04-06,1383.83,EUR,Café Norte,travel,refunded,72
740679,2023-06-19,1675.79,USD,Café Norte,travel,refunded,52
740899,2024-08-23,3153.05,GBP,Orchard and Vine,utilities,chargeback,32
741255,2024-11-11,776.71,USD,Statler Hardware,hardware,paid,89
741901,2024-10-13,304.71,GBP,Petit Marché,utilities,pending,44
741988,2024-01-29,3203.29,EUR,Blue Harbor Goods,grocery,pending,12
742162,2023-05-14,2200.49,USD,Orchard and Vine,grocery,paid,37
742906,2024-01-06,1717.74,USD,Statler Hardware,utilities,refunded,28
743536,2024-05-10,1917.70,GBP,Northwind Supply,fuel,chargeback,8
745967,2023-08-03,2866.65,GBP,Statler Hardware,grocery,paid,9
747040,2023-04-15,1120.49,EUR,Northwind Supply,travel,paid,63
747220,2023-04-23,4381.77,EUR,Nordic Fjäll,fuel,refunded,52
749132,2023-01-07,2984.38,EUR,Statler Hardware,hardware,paid,82
749271,2023-04-24,2349.21,GBP,Vela Cycles,travel,refunded,
750144,2023-01-27,4440.83,EUR,Trailhead Sports,fuel,pending,52
750289,2024-01-02,3386.42,USD,Café Norte,grocery,refunded,77
750313,2023-11-19,2320.03,USD,Trailhead Sports,grocery,pending,
750334,2023-12-01,2058.49,USD,Orchard and Vine,fuel,chargeback,37
750945,2023-10-24,4730.92,USD,Café Norte,utilities,chargeback,70
752014,2023-02-15,783.63,GBP,Café Norte,grocery,chargeback,40
753229,2023-05-24,2032.48,GBP,Trailhead Sports,hardware,refunded,91
754984,2024-02-24,3151.58,USD,Northwind Supply,fuel,refunded,83
756607,2024-11-08,3425.79,USD,Café Norte,dining,pending,17
757245,2024-06-18,3988.49,GBP,Northwind Supply,travel,refunded,38
757982,2024-07-17,1629.45,EUR,Orchard and Vine,utilities,chargeback,52
759607,2023-07-03,654.34,GBP,Nordic Fjäll,apparel,refunded,79
761134,2023-11-04,2380.50,EUR,Blue Harbor Goods,grocery,chargeback,5
762092,2023-06-05,2064.90,GBP,Fjord Interiors,dining,refunded,2
763012,2024-08-02,4414.87,EUR,Fjord Interiors,utilities,pending,68
763228,2023-08-18,1167.76,USD,Nordic Fjäll,grocery,pending,65
763554,2023-07-24,2176.79,GBP,Café Norte,apparel,refunded,95
763817,2023-04-18,4353.15,EUR,Kestrel Outfitters,utilities,chargeback,53
764081,2024-07-28,2221.09,GBP,Vela Cycles,apparel,chargeback,79
766282,2023-12-13,2374.75,EUR,Café Norte,utilities,refunded,1
767291,2024-05-01,2663.75,GBP,Fjord Interiors,hardware,paid,82
767362,2024-03-05,2211.13,GBP,Delta Pharmacy,dining,chargeback,23
767738,2024-07-02,4608.68,EUR,Café Norte,apparel,chargeback,35
768518,2024-01-24,20.88,USD,Petit Marché,grocery,paid,98
771887,2023-09-06,2520.37,GBP,Trailhead Sports,utilities,pending,38
772701,2024-03-03,4777.16,GBP,Orchard and Vine,,pending,73
773297,2023-12-13,2140.52,EUR,Statler Hardware,fuel,chargeback,35
774103,2023-12-07,3818.34,GBP,Trailhead Sports,apparel,chargeback,30
775158,2024-08-26,3747.89,GBP,Vela Cycles,dining,chargeback,37
775307,2024-11-13,4228.95,USD,Orchard and Vine,grocery,refunded,90
776312,2024-04-23,1721.27,GBP,Nordic Fjäll,utilities,pending,46
776681,2023-06-06,4094.63,EUR,Kestrel Outfitters,grocery,pending,11
776807,2024-03-20,3190.27,GBP,Trailhead Sports,travel,paid,62
777203,2024-02-28,3158.22,GBP,Orchard and Vine,dining,paid,84
782040,2024-08-27,1081.18,GBP,Blue Harbor Goods,dining,paid,71
783843,2024-02-27,1213.75,EUR,Nordic Fjäll,fuel,pending,96
785302,2023-10-22,4308.20,GBP,Northwind Supply,travel,chargeback,7
785488,2023-07-04,3207.55,EUR,Kestrel Outfitters,hardware,paid,37
788523,2023-10-22,2270.24,USD,Nordic Fjäll,dining,refunded,9
789059,2023-11-29,1392.59,EUR,Café Norte,dining,pending,1
792263,2023-11-23,4556.58,GBP,Delta Pharmacy,fuel,chargeback,37
792408,2023-06-21,4149.79,EUR,Northwind Supply,fuel,chargeback,91
792629,2023-09-15,634.38,GBP,Fjord Interiors,utilities,pending,
795316,2024-08-30,1092.27,GBP,Statler Hardware,dining,chargeback,18
796036,2024-05-06,2889.75,USD,Nordic Fjäll,dining,chargeback,83
796083,2023-03-09,1519.35,USD,Statler Hardware,utilities,paid,28
796663,2023-06-18,68.22,USD,Café Norte,grocery,pending,71
797846,2023-10-25,560.80,USD,Statler Hardware,fuel,paid,60
798594,2024-08-22,2735.17,GBP,Statler Hardware,hardware,pending,90
801429,2024-03-26,130.08,EUR,Café Norte,grocery,refunded,5
802102,2023-07-11,587.93,USD,Vela Cycles,dining,paid,39
802163,2024-05-25,4421.75,EUR,Trailhead Sports,dining,chargeback,52
802219,2023-12-29,1699.82,EUR,Café Norte,hardware,pending,19
802306,2023-12-17,3825.06,EUR,Statler Hardware,utilities,chargeback,34
805025,2023-12-02,1663.10,GBP,Vela Cycles,dining,refunded,60
805563,2023-09-01,4189.22,EUR,Trailhead Sports,utilities,paid,38
805813,2023-07-29,4459.24,EUR,Delta Pharmacy,utilities,chargeback,93
806853,2024-04-18,4055.86,GBP,Statler Hardware,fuel,paid,69
809217,2024-01-09,3737.63,GBP,Delta Pharmacy,hardware,pending,66
809583,2024-10-01,4435.46,GBP,Kestrel Outfitters,fuel,paid,69
809665,2024-09-20,1807.10,GBP,Orchard and Vine,apparel,paid,80
811361,2024-01-24,226.72,USD,Statler Hardware,hardware,chargeback,37
811713,2023-10-14,1879.76,EUR,Kestrel Outfitters,travel,chargeback,95
811856,2023-11-08,2666.94,USD,Fjord Interiors,hardware,paid,67
811931,2024-10-11,4649.64,GBP,Café Norte,fuel,pending,56
812493,2024-04-09,378.85,EUR,Nordic Fjäll,apparel,pending,63
812595,2024-05-04,2465.18,GBP,Delta Pharmacy,utilities,pending,30
813739,2023-06-08,168.41,USD,Blue Harbor Goods,dining,refunded,81
813922,2024-07-23,1871.09,USD,Fjord Interiors,dining,chargeback,14
814739,2024-03-27,807.18,EUR,Northwind Supply,grocery,paid,60
817564,2023-11-03,3896.84,GBP,Café Norte,grocery,refunded,25
818417,2023-06-30,852.11,USD,Vela Cycles,hardware,chargeback,13
818529,2024-01-01,2454.62,EUR,Café Norte,fuel,refunded,18
820408,2024-04-23,217.09,USD,Petit Marché,apparel,pending,53
820826,2024-01-07,1662.31,EUR,Nordic Fjäll,dining,refunded,
820933,2023-03-01,2339.03,EUR,Kestrel Outfitters,dining,paid,10
821569,2024-09-22,1151.43,USD,Northwind Supply,fuel,refunded,9
821972,2024-03-05,4043.35,EUR,Trailhead Sports,,refunded,52
822682,2024-10-17,4244.11,EUR,Kestrel Outfitters,dining,pending,38
824219,2024-06-17,4237.46,USD,Trailhead Sports,travel,chargeback,99
824764,2024-09-16,415.68,GBP,Blue Harbor Goods,grocery,pending,72
824861,2024-11-25,4460.38,GBP,Orchard and Vine,,paid,41
825178,2024-11-30,2117.80,EUR,Petit Marché,utilities,refunded,37
827963,2024-02-14,1500.73,USD,Trailhead Sports,apparel,chargeback,23
829574,2024-08-18,3310.56,USD,Vela Cycles,,refunded,20
829647,2023-08-05,2738.34,USD,Statler Hardware,fuel,refunded,28
831473,2024-09-05,1952.14,EUR,Kestrel Outfitters,apparel,chargeback,59
831613,2024-09-30,1593.63,EUR,Café Norte,apparel,paid,41
832202,2024-10-05,858.07,EUR,Café Norte,grocery,paid,72
832586,2023-10-22,1660.15,GBP,Delta Pharmacy,,paid,83
832889,2024-05-31,2176.35,GBP,Blue Harbor Goods,fuel,pending,64
833502,2024-01-30,962.34,EUR,Petit Marché,fuel,paid,82
834742,2023-10-04,4206.35,GBP,Delta Pharmacy,travel,refunded,18
835177,2024-01-28,1224.77,USD,Kestrel Outfitters,fuel,refunded,21
835601,2024-07-14,1644.07,GBP,Petit Marché,fuel,refunded,55
836998,2023-08-22,1969.95,GBP,Blue Harbor Goods,hardware,refunded,58
837563,2023-04-28,268.26,GBP,Fjord Interiors,travel,pending,33
839101,2024-01-14,1612.66,EUR,Northwind Supply,hardware,refunded,2
839180,2023-04-30,2858.20,USD,Trailhead Sports,apparel,pending,36
840774,2024-05-29,3178.39,USD,Northwind Supply,fuel,pending,26
841191,2023-04-15,1804.33,GBP,Vela Cycles,travel,paid,56
841374,2024-01-17,3450.06,EUR,Northwind Supply,,pending,58
841637,2024-09-29,1278.65,EUR,Northwind Supply,grocery,refunded,71
842484,2024-04-15,3974.64,GBP,Orchard and Vine,travel,chargeback,47
842513,2024-11-04,3864.00,GBP,Trailhead Sports,apparel,chargeback,56
843310,2024-10-15,4435.65,EUR,Delta Pharmacy,dining,paid,25
847541,2023-11-20,3835.39,EUR,Kestrel Outfitters,travel,chargeback,12
847739,2024-09-08,930.16,EUR,Trailhead Sports,utilities,refunded,66
847855,2024-09-11,2296.57,EUR,Fjord Interiors,apparel,refunded,38
851859,2024-03-04,1804.51,USD,Nordic Fjäll,fuel,refunded,67
853405,2023-08-04,4553.87,GBP,Trailhead Sports,grocery,pending,70
853494,2024-09-23,2865.01,USD,Delta Pharmacy,grocery,pending,63
854679,2023-11-29,2686.24,USD,Nordic Fjäll,fuel,pending,85
856346,2024-05-21,1798.58,EUR,Fjord Interiors,hardware,chargeback,73
857115,2023-11-24,3312.51,EUR,Petit Marché,,refunded,78
857588,2024-04-21,1854.43,EUR,Blue Harbor Goods,dining,paid,92
858133,2023-10-26,4005.98,EUR,Trailhead Sports,hardware,chargeback,76
858766,2024-09-05,3810.42,USD,Café Norte,,pending,40
859824,2023-01-24,1474.64,USD,Nordic Fjäll,utilities,pending,45
860610,2024-10-11,3489.06,GBP,Fjord Interiors,dining,pending,74
861196,2024-05-16,91.26,EUR,Delta Pharmacy,travel,paid,67
861813,2024-08-10,91.99,GBP,Trailhead Sports,apparel,refunded,60
864098,2024-02-01,2493.99,GBP,Petit Marché,hardware,refunded,29
864446,2023-03-21,1908.20,GBP,Petit Marché,utilities,chargeback,58
864504,2023-11-27,2394.95,GBP,Café Norte,utilities,refunded,58
864835,2024-04-21,16.64,EUR,Statler Hardware,dining,chargeback,46
866647,2024-01-05,1954.16,EUR,Nordic Fjäll,dining,refunded,11
866952,2024-09-04,1252.63,GBP,Statler Hardware,grocery,refunded,45
868353,2024-01-26,141.00,EUR,Trailhead Sports,,pending,68
868432,2024-04-30,1181.45,USD,Petit Marché,,paid,34
868797,2023-03-02,4726.87,USD,Statler Hardware,apparel,pending,30
869621,2023-08-19,343.85,GBP,Vela Cycles,apparel,chargeback,51
869785,2023-11-01,4535.36,EUR,Statler Hardware,,chargeback,1
870324,2024-06-25,1240.73,EUR,Fjord Interiors,fuel,refunded,80
872070,2024-04-28,4388.18,USD,Trailhead Sports,travel,refunded,85
872296,2024-09-17,3202.48,GBP,Kestrel Outfitters,dining,pending,42
872459,2023-01-31,2920.32,GBP,Statler Hardware,fuel,pending,97
872893,2023-06-03,2489.03,GBP,Northwind Supply,grocery,chargeback,92
873573,2023-06-24,4342.22,EUR,Orchard and Vine,fuel,paid,62
873916,2024-05-18,1981.56,EUR,Petit Marché,travel,pending,75
874786,2024-11-13,2370.94,USD,Petit Marché,,chargeback,97
874962,2023-12-15,1407.73,EUR,Nordic Fjäll,grocery,chargeback,73
875286,2024-03-05,4391.92,EUR,Trailhead Sports,utilities,refunded,96
876148,2023-10-31,2460.07,EUR,Nordic Fjäll,travel,refunded,
876499,2024-04-05,2577.74,GBP,Café Norte,grocery,pending,62
877311,2024-03-17,2931.66,EUR,Petit Marché,apparel,paid,41
878250,2023-02-20,3710.93,USD,Fjord Interiors,apparel,paid,43
878739,2023-12-05,3405.68,EUR,Kestrel Outfitters,utilities,refunded,41
878862,2024-06-04,2898.20,EUR,Orchard and Vine,fuel,chargeback,66
878921,2024-10-30,548.93,USD,Café Norte,fuel,refunded,56
879072,2024-02-21,3177.29,GBP,Orchard and Vine,apparel,pending,90
881039,2023-06-11,1919.46,GBP,Petit Marché,dining,refunded,81
881807,2023-05-08,210.60,GBP,Vela Cycles,utilities,refunded,90
881810,2024-03-27,4458.43,GBP,Vela Cycles,utilities,pending,50
881880,2023-04-01,3593.21,GBP,Northwind Supply,hardware,pending,33
883130,2023-10-25,270.76,USD,Delta Pharmacy,apparel,refunded,85
885135,2024-08-05,2722.15,USD,Statler Hardware,,chargeback,
886130,2024-11-02,1748.04,USD,Kestrel Outfitters,,pending,37
886273,2023-10-04,4544.82,USD,Orchard and Vine,travel,pending,96
886524,2024-03-09,1674.05,EUR,Statler Hardware,apparel,chargeback,81
887227,2023-04-20,1364.86,EUR,Kestrel Outfitters,travel,paid,74
887297,2023-09-21,1217.81,EUR,Fjord Interiors,apparel,paid,
887873,2024-06-26,2056.03,USD,Petit Marché,dining,refunded,76
888328,2023-09-20,3764.17,GBP,Petit Marché,utilities,chargeback,
889414,2023-05-30,3310.66,GBP,Delta Pharmacy,grocery,chargeback,77
890188,2024-07-24,3140.45,EUR,Nordic Fjäll,dining,chargeback,65
891612,2023-06-28,4357.15,EUR,Trailhead Sports,grocery,refunded,90
892075,2023-07-11,2357.90,EUR,Kestrel Outfitters,apparel,paid,79
892133,2023-10-27,367.82,USD,Nordic Fjäll,hardware,chargeback,44
892684,2023-12-15,1085.48,GBP,Northwind Supply,apparel,refunded,55
893244,2024-10-13,31.36,EUR,Fjord Interiors,dining,chargeback,62
895244,2023-04-22,2330.78,GBP,Café Norte,grocery,pending,
895512,2023-10-30,3372.65,USD,Nordic Fjäll,dining,chargeback,47
897358,2023-06-28,3541.61,GBP,Northwind Supply,dining,refunded,44
898503,2024-04-20,2645.63,EUR,Nordic Fjäll,travel,pending,33
899430,2024-02-07,4263.42,GBP,Northwind Supply,apparel,refunded,49
900412,2023-10-29,3391.82,USD,Fjord Interiors,grocery,pending,46
900599,2023-09-24,2665.08,GBP,Blue Harbor Goods,grocery,paid,24
901350,2024-11-11,169.60,USD,Fjord Interiors,utilities,paid,38
901685,2023-08-07,324.83,EUR,Northwind Supply,dining,pending,17
901851,2023-06-16,3472.07,EUR,Fjord Interiors,dining,pending,41
901883,2024-05-10,3508.72,GBP,Petit Marché,apparel,chargeback,8
905504,2023-11-18,2981.55,EUR,Kestrel Outfitters,apparel,refunded,72
907677,2024-01-10,4098.28,GBP,Fjord Interiors,grocery,paid,19
908006,2023-09-15,4068.82,EUR,Northwind Supply,travel,pending,91
908159,2023-11-20,3225.63,USD,Nordic Fjäll,,paid,64
909253,2024-11-07,4504.79,GBP,Fjord Interiors,dining,refunded,64
909899,2023-01-17,4231.01,EUR,Orchard and Vine,apparel,pending,98
910011,2023-10-13,174.66,USD,Fjord Interiors,utilities,pending,19
910161,2023-07-31,793.76,GBP,Nordic Fjäll,grocery,paid,47
910889,2024-03-31,67.51,GBP,Fjord Interiors,,refunded,85
912240,2023-12-19,2752.31,EUR,Orchard and Vine,dining,chargeback,48
913225,2024-01-27,4145.49,GBP,Northwind Supply,dining,paid,41
913668,2024-05-20,1350.10,EUR,Café Norte,hardware,chargeback,19
913731,2024-01-27,2599.61,GBP,Kestrel Outfitters,fuel,refunded,
913928,2024-06-04,2773.79,GBP,Trailhead Sports,travel,refunded,8
914431,2024-08-01,3214.46,USD,Kestrel Outfitters,hardware,pending,31
916659,2023-02-28,4504.17,EUR,Kestrel Outfitters,hardware,paid,20
917948,2024-09-03,350.11,USD,Trailhead Sports,apparel,paid,60
918505,2023-04-20,4091.19,GBP,Fjord Interiors,dining,chargeback,9
918894,2024-06-05,2773.42,USD,Petit Marché,travel,paid,18
920257,2023-02-20,1868.13,EUR,Kestrel Outfitters,utilities,pending,73
920487,2023-11-25,4614.91,GBP,Delta Pharmacy,fuel,chargeback,17
920634,2024-01-17,3526.23,EUR,Kestrel Outfitters,hardware,chargeback,87
920888,2023-09-09,3142.65,EUR,Delta Pharmacy,apparel,chargeback,58
921449,2023-07-06,770.13,USD,Statler Hardware,grocery,refunded,89
921830,2024-08-16,2084.86,EUR,Orchard and Vine,,paid,80
922727,2024-03-09,3783.80,GBP,Café Norte,utilities,pending,
922915,2023-08-21,1856.17,GBP,Orchard and Vine,dining,pending,37
923034,2023-08-27,1883.92,EUR,Trailhead Sports,utilities,pending,98
923807,2024-03-02,931.15,USD,Blue Harbor Goods,dining,refunded,
923939,2024-10-23,1575.51,USD,Nordic Fjäll,apparel,refunded,26
924599,2023-06-24,3520.48,GBP,Kestrel Outfitters,hardware,refunded,60
924916,2023-06-26,3766.36,EUR,Delta Pharmacy,dining,refunded,73
924984,2024-03-31,2818.82,USD,Orchard and Vine,hardware,pending,58
925545,2023-08-02,1550.77,USD,Fjord Interiors,utilities,chargeback,58
925825,2024-06-07,1718.29,EUR,Petit Marché,utilities,refunded,13
926097,2023-05-20,1497.63,GBP,Nordic Fjäll,fuel,refunded,47
927570,2024-05-04,1437.85,EUR,Fjord Interiors,apparel,paid,44
928658,2024-02-25,4406.63,EUR,Orchard and Vine,fuel,pending,18
929268,2023-10-09,3464.85,USD,Fjord Interiors,grocery,chargeback,64
929580,2023-07-25,2003.77,GBP,Statler Hardware,grocery,paid,39
929927,2023-01-28,2472.56,GBP,Blue Harbor Goods,utilities,paid,53
929928,2023-05-25,119.46,EUR,Petit Marché,grocery,refunded,85
931590,2024-01-22,62.65,EUR,Northwind Supply,,refunded,93
933430,2023-04-25,2409.44,GBP,Fjord Interiors,fuel,pending,4
933566,2024-06-18,2767.33,USD,Orchard and Vine,fuel,pending,15
935363,2024-09-25,4211.75,USD,Nordic Fjäll,travel,chargeback,80
935449,2024-02-09,1048.68,EUR,Statler Hardware,grocery,refunded,68
936236,2023-05-22,966.00,USD,Orchard and Vine,apparel,paid,28
937962,2024-07-12,579.73,USD,Northwind Supply,apparel,chargeback,67
937970,2024-05-24,2326.00,EUR,Vela Cycles,,refunded,3
939088,2023-04-21,2159.15,USD,Northwind Supply,grocery,chargeback,88
939318,2023-06-19,1459.08,EUR,Fjord Interiors,dining,refunded,5
940037,2023-02-23,2127.49,USD,Kestrel Outfitters,utilities,pending,69
940202,2023-07-08,3778.81,USD,Café Norte,fuel,chargeback,
942117,2024-08-19,3602.04,USD,Fjord Interiors,fuel,refunded,34
942390,2024-08-28,3122.34,USD,Delta Pharmacy,travel,pending,40
943904,2024-10-22,4255.45,GBP,Vela Cycles,grocery,chargeback,6
945582,2023-05-01,667.12,USD,Orchard and Vine,grocery,pending,99
948061,2023-04-16,3590.65,EUR,Café Norte,fuel,paid,70
948233,2024-01-05,4530.19,EUR,Northwind Supply,grocery,chargeback,8
948885,2023-12-27,1485.94,USD,Blue Harbor Goods,dining,refunded,94
951422,2023-05-10,1540.13,GBP,Kestrel Outfitters,fuel,chargeback,
951689,2023-11-17,1005.68,USD,Nordic Fjäll,,refunded,12
951698,2023-06-12,437.57,USD,Delta Pharmacy,apparel,chargeback,72
953663,2023-03-01,3726.51,EUR,Trailhead Sports,hardware,chargeback,11
954388,2023-11-07,1854.40,GBP,Petit Marché,hardware,pending,79
